PROXY_NYT_ENG_20050716_0171.10	militarize-01	:ARG2	political-movement	yes	
wb.eng_0003.29	congest-01	:ARG2	traffic	no	inconsistent
DF-200-192400-625_7806.15	mention-01	:ARG2	person	yes	
PROXY_NYT_ENG_20070828_0223.29	experiment-01	:ARG2	plutonium	no	error
wb.eng_0003.28	congest-01	:ARG2	traffic	no	inconsistent
DF-200-192400-625_7557.14	forbid-01	:ARG2	i	yes	
wb.eng_0003.5	congest-01	:ARG2	traffic	no	inconsistent
PROXY_XIN_ENG_20031107_0242.12	advocate-01	:ARG2	agenda	no	error
DF-200-192400-625_7744.16	wean-01	:ARG2	habit	yes	
wb.eng_0003.9	up-02	:ARG3	accident	no	error
DF-200-192400-625_6344.2	round-03	:ARG2	bend	yes	
PROXY_NYT_ENG_20080919_0209.7	block-01	:ARG2	attack-01	no	error
NW_AFP_ENG_0019_2003_0630.14	run-04	:ARG3	east	yes	
NW_AFP_ENG_0019_2003_0630.14	run-04	:ARG4	west	yes	
NW_XIN_ENG_0193_2006_0822.11	assess-01	:ARG2	lose-01	yes	
PROXY_NYT_ENG_20081008_0040.16	ransom-01	:ARG2	between	yes	
NW_AFP_ENG_0014_2003_0502.6	stake-01	:ARG2	park	yes	
DF-200-192400-625_7046.16	work-10	:ARG2	off	no	error?
PROXY_XIN_ENG_20020725_0113.5	exploit-01	:ARG2	commit-02	yes	
wb.eng_0003.17	congest-01	:ARG2	traffic	no	inconsistent
NW_AFP_ENG_0013_2003_0427.8	punishable-02	:ARG3	die-01	yes	
wb.eng_0003.92	go-07	:ARG3	monetary-quantity	no	error
NW_AFP_ENG_0019_2003_0630.15	lead-01	:ARG3	town	yes	
NW_XIN_ENG_0195_2008_0420.8	inundate-01	:ARG2	mud	yes	
PROXY_NYT_ENG_20070618_0031.17	resume-01	:ARG2	timetable	no	error
PROXY_NYT_ENG_20040724_0084.17	secure-01	:ARG3	plan	yes	
PROXY_NYT_ENG_20081008_0040.8	ransom-01	:ARG2	approximately	yes	
PROXY_NYT_ENG_20081008_0040.8	ransom-01	:ARG3	pirate	no	inconsistent
PROXY_NYT_ENG_20050716_0171.5	worry-01	:ARG2	thing	no	unclear annotation guidelines
ENG_DF_000170_20050903_C00020J0V_0001.44	drop-off-03	:ARG2	church	yes	
ENG_DF_000170_20050903_C00020J0V_0001.44	street-address-91	:ARG5	state	yes	
PROXY_XIN_ENG_20021123_0156.20	enhance-01	:ARG2	organization	no	error
PROXY_XIN_ENG_20020701_0314.13	bribe-01	:ARG2	switch-01	yes	
PROXY_XIN_ENG_20020701_0314.13	culminate-01	:ARG2	resign-01	yes	
DF-200-192400-625_7557.5	cut-01	:ARG3	and	yes	
DF-200-192400-625_7557.5	rob-01	:ARG2	staple	yes	
bolt12_6455_6562.17	fall-05	:ARG2	country	yes	
PROXY_XIN_ENG_20020725_0113.23	combat-01	:ARG2	activity-06	no	error
wb.eng_0003.85	develop-02	:ARG3	we	yes	
NW_AFP_ENG_0019_2003_0630.11	transform-01	:ARG3	ride	yes	corrected from ordeal (ARG2 and ARG3 switched)
NW_AFP_ENG_0019_2003_0630.11	trip-03	:ARG2	north	yes	
PROXY_XIN_ENG_20030428_0226.12	maintain-01	:ARG2	system	no	error
