ENG_DF_000170_20050903_C00020J0V_0001.25	phone-number-entity	:value	"512-250-1043"
ENG_NA_020001_20161020_G0023FSWG_0001.1	string-entity	:value	"SetC-SMS-107"
NW_XIN_ENG_0198_2008_1218.3	seismic-quantity	:quant	5.0
ENG_NA_020001_20161020_G0023FSWB_0001.3	string-entity	:value	"m3142"
ENG_NA_020001_20161020_G0023FSW9_0001.3	string-entity	:value	"m3812"
ENG_NA_020001_20161020_G0023FSWH_0001.3	string-entity	:value	"m3376"
ENG_NA_020001_20161020_G0023FSWG_0001.3	string-entity	:value	"m2956"
ENG_DF_000170_20050903_C00020J0V_0001.64	url-entity	:value	"http://www.keshertalk.com/archives/2...g_hurrica.html"
ENG_NA_020001_20161020_G0023FSWE_0001.2	string-entity	:value	"SetC-WP-06"
NW_XIN_ENG_0198_2008_1218.6	distance-quantity	:quant	258.5
ENG_NA_020001_20161020_G0023FSWB_0001.1	string-entity	:value	"SetC-SMS-102"
nw.chtb_0324.5	point	:quant	342.60
PROXY_XIN_ENG_20031107_0242.17	monetary-quantity	:quant	696000000
PROXY_XIN_ENG_20031107_0242.17	monetary-quantity	:quant	296000000
ENG_NA_020001_20161020_G0023FSW8_0001.3	string-entity	:value	"m3956"
nw.chtb_0324.4	point	:quant	355.35
ENG_NA_020001_20161020_G0023FSW9_0001.1	string-entity	:value	"SetC-SMS-100"
PROXY_XIN_ENG_20041010_0024.15	monetary-quantity	:quant	480000000
ENG_NA_020001_20161020_G0023FSWF_0001.3	string-entity	:value	"m3422"
ENG_NA_020001_20161020_G0023FSWC_0001.3	string-entity	:value	"m3411"
PROXY_XIN_ENG_20040429_0189.16	monetary-quantity	:quant	41800000000
NW_AFP_ENG_0017_2003_0607.7	person	:quant	1403
PROXY_XIN_ENG_20041010_0024.5	monetary-quantity	:quant	260000000
NW_XIN_ENG_0196_2008_1027.4	latitude	:mod	7.87
NW_XIN_ENG_0196_2008_1027.4	distance-quantity	:quant	111
PROXY_NYT_ENG_20081128_0005.21	mass-quantity	:quant	4400
NW_AFP_ENG_0014_2003_0502.11	monetary-quantity	:quant	23300000000
NW_AFP_ENG_0014_2003_0502.11	monetary-quantity	:quant	28700000000
nw.chtb_0325.3	total-01	:ARG2	339.12
nw.chtb_0325.3	total-01	:ARG2	290.19
NW_XIN_ENG_0194_2007_0704.10	person	:quant	233
NW_XIN_ENG_0194_2007_0704.10	house	:quant	118500
ENG_NA_020001_20161020_G0023FSW5_0001.3	string-entity	:value	"m1367"
PROXY_NYT_ENG_20080919_0209.11	url-entity	:value	"www.sistani.com"
ENG_NA_020001_20161020_G0023FSWD_0001.3	string-entity	:value	"m3554"
ENG_DF_000170_20050903_C00020J0V_0001.53	street-address-91	:ARG1	6505
ENG_DF_000170_20050903_C00020J0V_0001.53	phone-number-entity	:value	"470-5715"
ENG_DF_000170_20050903_C00020J0V_0001.53	monetary-quantity	:quant	231
ENG_DF_000170_20050903_C00020J0V_0001.53	monetary-quantity	:quant	8491
ENG_DF_000170_20050903_C00020J0V_0001.53	street-address-91	:ARG1	3612
ENG_DF_000170_20050903_C00020J0V_0001.53	phone-number-entity	:value	"231-8491"
PROXY_NYT_ENG_20050716_0171.27	monetary-quantity	:quant	18600000
ENG_NA_020001_20161020_G0023FSWC_0001.1	string-entity	:value	"SetC-SMS-103"
ENG_NA_020001_20161020_G0023FSW8_0001.1	string-entity	:value	"SetC-SMS-099"
NW_AFP_ENG_0009_2003_0330.7	adult	:quant	1846
ENG_NA_020001_20161020_G0023FSW3_0001.1	string-entity	:value	"SetC-SMS-094"
NW_XIN_ENG_0198_2008_1218.4	distance-quantity	:quant	145.5
ENG_NA_020001_20161020_G0023FSW6_0001.3	string-entity	:value	"m3311"
ENG_NA_020001_20161020_G0023FSWD_0001.1	string-entity	:value	"SetC-SMS-104"
PROXY_NYT_ENG_20040724_0084.38	fly-01	:quant	4128
ENG_NA_020001_20161020_G0023FSWA_0001.3	string-entity	:value	"m2839"
ENG_NA_020001_20161020_G0023FSW5_0001.1	string-entity	:value	"SetC-SMS-096"
ENG_DF_000170_20050903_C00020J0V_0001.44	street-address-91	:ARG1	6907
ENG_DF_000170_20050903_C00020J0V_0001.44	street-address-91	:ARG6	78749
ENG_DF_000170_20050903_C00020J0V_0001.44	phone-number-entity	:value	"301-8203"
NW_XIN_ENG_0190_2003_0709.3	person	:quant	162
nw.chtb_0324.7	point	:quant	354.39
nw.chtb_0325.6	point	:quant	303.00
