PROXY_NYT_ENG_20050716_0171.10	detract-01	:ARG1	person
PROXY_NYT_ENG_20050716_0171.10	restructure-01	:ARG0	strategy
PROXY_NYT_ENG_20050716_0171.10	foment-01	:ARG0	strategy
PROXY_NYT_ENG_20050716_0171.10	foment-01	:ARG1	revolution-03
PROXY_LTW_ENG_20080727_0030.8	articulate-01	:ARG1	goal
PROXY_LTW_ENG_20070831_0072.24	design-02	:ARG1	and
bolt12_6455_6561.26	condense-01	:ARG1	history
PROXY_NYT_ENG_20081128_0005.11	irrigate-01	:ARG1	area
NW_XIN_ENG_0198_2008_1218.5	quake-01	:ARG0	earth
PROXY_NYT_ENG_20080919_0209.7	deface-01	:ARG2	attack-01
wb.eng_0003.97	underwrite-01	:ARG0	rest
wb.eng_0003.97	underwrite-01	:ARG1	construct-01
PROXY_XIN_ENG_20040429_0189.11	forerun-00	:ARG0	person
PROXY_XIN_ENG_20040429_0189.11	forerun-00	:ARG1	philosophy
NW_XIN_ENG_0196_2008_1027.1	quake-01	:ARG0	earth
PROXY_NYT_ENG_20020406_0118.32	defrost-01	:ARG1	bacterium
PROXY_NYT_ENG_20040724_0084.29	gesture-01	:ARG2	person
PROXY_XIN_ENG_20020905_0122.19	reimpose-01	:ARG0	government-organization
PROXY_XIN_ENG_20020905_0122.19	reimpose-01	:ARG1	state
ENG_DF_000170_20050903_C00020J0V_0001.55	service-06	:ARG2	and
PROXY_NYT_ENG_20050716_0171.11	foment-01	:ARG0	move-02
PROXY_NYT_ENG_20050716_0171.11	foment-01	:ARG1	revolution-03
NW_AFP_ENG_0011_2003_0417.1	hack-01	:ARG0	mob
NW_XIN_ENG_0209_2008_0513.18	exclaim-01	:ARG1	contrast-01
DF-200-192400-625_7200.10	curl-01	:ARG2	under
DF-200-192400-625_7200.10	straighten-01	:ARG2	surgery-01
NW_AFP_ENG_0012_2003_0419.7	sweep-up-04	:ARG1	truck
NW_AFP_ENG_0012_2003_0419.7	sweep-up-04	:ARG3	flood-01
DF-200-192400-625_6344.25	abuse-03	:ARG0	person
DF-200-192400-625_7806.5	hold-off-08	:ARG0	i
NW_XIN_ENG_0196_2008_1027.4	quake-01	:ARG0	earth
PROXY_NYT_ENG_20040724_0084.17	secure-01	:ARG2	country
NW_AFP_ENG_0012_2003_0419.6	decompose-01	:ARG1	body
DF-200-192400-625_7200.1	misdiagnose-01	:ARG0	doctor
PROXY_NYT_ENG_20080919_0209.24	counterattack-01	:ARG1	site
PROXY_NYT_ENG_20080919_0209.24	strain-02	:ARG2	religious-group
DF-200-192400-625_7046.8	jumble-01	:ARG1	mess
PROXY_NYT_ENG_20040724_0084.5	misidentify-00	:ARG1	plane
PROXY_XIN_ENG_20020725_0113.9	propitiate-00	:ARG0	dance
DF-200-192400-625_6304.22	shut-off-03	:ARG0	you
DF-200-192400-625_6304.22	shut-off-03	:ARG1	you
DF-200-192400-625_6304.22	shut-off-03	:ARG2	person
NW_XIN_ENG_0196_2008_1027.3	quake-01	:ARG0	earth
PROXY_NYT_ENG_20020406_0118.29	isolate-01	:ARG2	environment
PROXY_NYT_ENG_20020406_0118.29	layer-00	:ARG1	enclosure
bolt12_6455_6561.3	premeditate-01	:ARG1	plan-01
PROXY_NYT_ENG_20071115_0274.8	devise-01	:ARG2	maintain-01
bolt12_6455_6562.14	deep-05	:ARG1	red-02
bolt12_6455_6561.9	bare-01	:ARG0	battle-01
bolt12_6455_6561.9	bare-01	:ARG1	bone
DF-200-192400-625_7806.3	ring-01	:ARG2	alarm-01
PROXY_XIN_ENG_20040429_0189.5	purpose-01	:ARG0	visit-01
PROXY_XIN_ENG_20040407_0026.16	foil-01	:ARG2	plot-01
nw.chtb_0324.15	championship-02	:ARG0	person
nw.chtb_0324.15	championship-02	:ARG0	person
DF-200-192400-625_7557.3	slit-01	:ARG3	staple
bolt12_6455_6562.26	overdevelop-00	:ARG1	sport
bolt12_6455_6562.26	remark-01	:ARG2	country
wb.eng_0003.15	overtax-01	:ARG0	develop-02
wb.eng_0003.15	overtax-01	:ARG2	road
PROXY_NYT_ENG_20040724_0084.11	misidentify-00	:ARG1	plane
PROXY_NYT_ENG_20040724_0084.11	misidentify-00	:ARG2	carrier
bolt12_6455_6561.16	beset-01	:ARG0	difficult
bolt12_6455_6561.16	beset-01	:ARG1	we
PROXY_NYT_ENG_20080808_0162.28	reequip-00	:ARG0	person
PROXY_NYT_ENG_20080808_0162.28	reequip-00	:ARG1	military
PROXY_NYT_ENG_20080919_0209.4	deface-01	:ARG0	person
nw.chtb_0322.14	championship-02	:ARG0	person
NW_AFP_ENG_0013_2003_0427.7	acquit-01	:ARG0	court
PROXY_XIN_ENG_20040403_0262.13	enlarge-01	:ARG1	organization
PROXY_XIN_ENG_20040403_0262.13	enlarge-01	:ARG2	sphere
NW_AFP_ENG_0018_2003_0616.7	decompose-01	:ARG1	body
NW_AFP_ENG_0018_2003_0616.7	foul-01	:ARG1	odor
DF-200-192400-625_6677.1	dull-01	:ARG0	i
bolt12_6455_6561.33	internationalize-00	:ARG1	equipment
NW_XIN_ENG_0198_2008_1218.1	quake-01	:ARG0	earth
wb.eng_0003.80	commute-01	:ARG2	location
PROXY_NYT_ENG_20050716_0171.28	work-out-05	:ARG2	rate-entity-91
PROXY_NYT_ENG_20050716_0171.8	scoff-01	:ARG0	person
PROXY_NYT_ENG_20050716_0171.8	scoff-01	:ARG1	idea
DF-200-192400-625_6344.31	section-02	:ARG1	she
wb.eng_0003.68	tight-05	:ARG0	intertwine-01
DF-200-192400-625_7557.2	slit-01	:ARG3	scissors
wb.eng_0003.82	zone-01	:ARG2	speed-quantity
PROXY_NYT_ENG_20070828_0223.32	draw-out-00	:ARG0	plan-01
PROXY_NYT_ENG_20070828_0223.32	draw-out-00	:ARG1	negotiate-01
PROXY_NYT_ENG_20040724_0084.37	reaccelerate-00	:ARG1	fly-01
NW_AFP_ENG_0019_2003_0630.16	settle-03	:ARG0	person
PROXY_XIN_ENG_20040403_0262.16	acquaint-01	:ARG0	country
DF-200-192400-625_7200.16	drill-02	:ARG1	person
bolt12_91455_5310.1	embrace-02	:ARG1	you
DF-200-192400-625_6304.1	gel-00	:ARG1	i
DF-200-192400-625_6304.1	gel-00	:ARG2	university
DF-200-192400-625_6304.20	break-01	:ARG3	chunk
PROXY_NYT_ENG_20020406_0118.30	defrost-01	:ARG1	germ
bolt12_9145_5531.5	tack-00	:ARG0	she
